iter	Logloss
273	0.002491668695
274	0.002491852476
275	0.002473365515
276	0.002455372156
277	0.002455424724
278	0.002455428243
279	0.002454036433
280	0.002454099556
281	0.002453657488
282	0.002453241497
283	0.002434955496
284	0.00243054082
285	0.002414327322
286	0.002414058687
287	0.002413645594
288	0.002413490994
289	0.002408792575
290	0.002390513404
291	0.002368567511
292	0.0023685969
293	0.002368266798
294	0.002359349488
295	0.002332541264
296	0.002313902809
297	0.002313170375
298	0.002312593369
299	0.002309628659
300	0.002309123261
301	0.002309123261
302	0.002309086836
303	0.002286800908
304	0.00228491798
305	0.002284852995
306	0.002266097814
307	0.002246287134
308	0.002241944894
309	0.002241717858
310	0.00224150531
311	0.002241334361
312	0.00222573864
313	0.002208568156
314	0.002208248195
315	0.002207882909
316	0.002207840275
317	0.002207667463
318	0.002187610086
319	0.002187645684
320	0.00218703308
321	0.002186627024
322	0.002186792178
323	0.002185913838
324	0.002172761493
325	0.002171980838
326	0.002159040421
327	0.002159124033
328	0.002140841757
329	0.002139270513
330	0.002138387826
331	0.002138406866
332	0.002138367958
333	0.002137397312
334	0.002135901608
335	0.00213587491
336	0.002135998673
337	0.002135864769
338	0.002126848532
339	0.00212689634
340	0.002126592315
341	0.002126704281
342	0.002126276493
343	0.002114727472
344	0.002114256223
345	0.002113863826
346	0.002103809474
347	0.002090669341
348	0.002090461552
349	0.002090236793
350	0.002090165185
351	0.002090131864
352	0.002082539515
353	0.002082331106
354	0.002063210226
355	0.002062641498
356	0.002062641498
357	0.002062626183
358	0.002060787545
359	0.00204689718
360	0.002034592546
361	0.002034674088
362	0.002033454676
363	0.00203354843
364	0.002033369823
365	0.002033448054
366	0.00203332574
367	0.002033240679
368	0.002033306907
369	0.002033266756
370	0.002033290764
371	0.002033220397
372	0.002031446331
373	0.002010440661
374	0.002010322279
375	0.002010441282
376	0.00201032497
377	0.002001192421
378	0.002001194697
379	0.002000837276
380	0.001999214705
381	0.00199417356
382	0.001994148311
383	0.00197870988
384	0.001978676766
385	0.001970303141
386	0.00197020856
387	0.001970151853
388	0.001970202972
389	0.001956727149
390	0.001956590348
391	0.001940872727
392	0.001940675908
393	0.00194062334
394	0.00194050144
395	0.001940368778
396	0.001940044264
397	0.001939995835
398	0.001939989419
399	0.001939782252
400	0.001939752657
401	0.001939570738
